DAO Name,DAO Token Supply,Offchain?,Proposal ID,Proposal Date Created,Proposal Date Start,Proposal Date End,Proposal Author,Proposal Choices,Voter Address,Voter Choice,Voter Power,Voter Reason,Transaction Hash
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0xce1559448e21981911fAC70D4eC0C02cA1EFF39C,1,77808.2281863785,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0xbF760fd4535Fb211E5c6881B28283B60D1A059bF,1,2.6549798506736804,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0x9E2E00AaB67c3A7B827eb3e431c4A6c2077510a6,3,926.1049267997867,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0xaDb369855c8870107408e45a637114B894D1fc10,1,3.99788359894584,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0x1AAfeFF965e5a082121ffC67aB3Ea4DC3E415b7b,1,9.994708997364599,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0x9d41A4D2Db50F37bd383dC098a97CD77F7C6e76d,1,9.994708997364599,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0x8f180e2E76E834A582B469D063A755841372976B,1,9.994709001362484,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0xf6408De90Eca58afA6ef7A780288cB3327dE4174,1,19.989421992612797,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0x869143cAb1F0fB1fe46055319e62E77F243b590d,1,9.994748976200588,,
YAM,14937054.421526987,1,0x0bcac0c3e6f8fd7244a439003e3ef3d27f10069696e149101522b93a36144cb2,1652980830,1652980750,1653321600,0x88c868B1024ECAefDc648eb152e91C57DeA984d0,"['Fund This grant', 'Do Not Fund this Grant', 'abstain']",0x61299f94d6E48D882A80309Ec24Cc3116CE1B567,1,19.989457973565187,,
