DAO Name,DAO Token Supply,Offchain?,Proposal ID,Proposal Date Created,Proposal Date Start,Proposal Date End,Proposal Author,Proposal Choices,Voter Address,Voter Choice,Voter Power,Voter Reason,Transaction Hash
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0x98B3467A405D198E17B603b99B9307CC71ffc90A,1,14118.401918115489,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0x74FA723fF7AC0efA8140E4a65c3438Aff74F5EF3,1,7511.452585929489,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0xe144447B7CFc65A1f859A50df6E134548B5A084b,1,21370.09872813826,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0xEfbB258146f48Feb78D02fEb266f46c7347f97F3,1,10599.005883476426,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0x70ad955d5F34991E81Dad7Ce2bBE418F8D5EDC07,1,5416.14678095194,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0x1A518A3E674A76324058822CA5D8688cFfC5033b,1,14777.51036047239,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0x08716F1D4aED5CE17A385cd47006A6a6cE6966a9,1,2474.015387783157,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0xce68b1394ED29ECAA6974536244d1D2Aad4a2745,1,5200,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0x225509847509f66c9bd49cdA9714F481a3a6200E,1,14777.51036047239,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0x1A32DC731b3461Ec8811C7ce4a725B7881Ff839F,1,600.5002287280023,,
ParaSwap (PSP),2000000000.0,1,0x872a6f7713901a711b263d36618c55ed97ee84268d8424966dac12436bddb39a,1653428039,1653427843,1653859800,0xa521E425f37aCC731651565B41Ce3E5022274F4F,"['For', 'Against', 'Abstain']",0x65CD0A5C66d100c3C0002C0b801B9DE0cAf69aD8,1,1670,,
